arm,step,epoch,val_HIT1_VG,val_R1_05,val_R1_07,val_mAP_avg,val_mAP_long,val_mAP_middle,val_mAP_short,train_loss
momentmix,4427,27,70.45161437988281,69.35484313964844,54.12903594970703,49.41748046875,51.81153106689453,50.80026626586914,18.98565673828125,14.446955680847168
momentmix,4591,28,68.6451644897461,67.0967788696289,52.38710021972656,47.56728744506836,50.63037109375,47.875205993652344,19.074939727783203,14.315285682678223
momentmix,4755,29,70.77420043945312,65.8709716796875,53.096778869628906,48.59309768676758,47.0616340637207,51.07524490356445,21.598955154418945,14.29620361328125
momentmix,4919,30,69.48387908935547,66.6451644897461,54.58064651489258,49.100162506103516,49.429840087890625,50.25718688964844,21.871055603027344,14.06402587890625
momentmix,5083,31,71.80645751953125,70.32258605957031,55.35483932495117,49.69903564453125,53.154483795166016,49.3740119934082,20.79210662841797,14.013849258422852
momentmix,5247,32,70.45161437988281,69.16129302978516,54.903228759765625,48.01479721069336,47.311790466308594,49.77933883666992,21.014070510864258,13.967141151428223
momentmix,5411,33,69.16129302978516,66.06452178955078,54.645164489746094,47.61214065551758,47.48470687866211,48.595027923583984,22.433319091796875,14.070784568786621
momentmix,5575,34,70.00000762939453,69.03225708007812,56.0,50.299015045166016,53.257476806640625,50.94866943359375,19.54007911682129,13.893342018127441
momentmix,5739,35,70.19355010986328,66.32258605957031,54.45161437988281,49.78961181640625,51.0139045715332,50.974124908447266,21.156970977783203,13.770519256591797
momentmix,5903,36,68.58064270019531,68.70967864990234,54.903228759765625,50.041202545166016,52.03409194946289,49.98723602294922,21.80926513671875,13.60863971710205
momentmix,6067,37,72.38710021972656,69.93548583984375,56.967742919921875,51.833518981933594,53.53076934814453,53.20972442626953,20.34051513671875,13.393206596374512
momentmix,6231,38,72.19355010986328,70.00000762939453,56.129032135009766,50.992008209228516,52.122615814208984,52.0626106262207,21.66146469116211,13.47789478302002
momentmix,6395,39,70.32258605957031,67.93548583984375,54.83871078491211,48.901004791259766,49.76652145385742,49.84990692138672,21.9189395904541,13.715560913085938
momentmix,6559,40,69.741943359375,70.19355010986328,57.032257080078125,50.61397933959961,53.24636459350586,51.41090393066406,20.82790184020996,13.446989059448242
momentmix,6723,41,71.93548583984375,68.32257843017578,55.09677505493164,49.10313034057617,50.695068359375,49.556182861328125,21.650686264038086,13.373859405517578
momentmix,6887,42,69.54839324951172,68.51612854003906,54.32258224487305,49.91020202636719,54.31159591674805,50.33195114135742,18.562339782714844,13.440845489501953
momentmix,7051,43,70.12903594970703,70.12903594970703,56.83871078491211,50.681678771972656,53.06144714355469,51.49421310424805,20.65703582763672,13.39358901977539
momentmix,7215,44,69.29032897949219,70.00000762939453,56.32258224487305,49.63996124267578,50.160491943359375,50.610511779785156,22.338058471679688,13.326383590698242
momentmix,7379,45,71.93548583984375,69.93548583984375,57.41936111450195,51.515174865722656,54.447322845458984,51.740413665771484,21.61693572998047,13.255768775939941
momentmix,7543,46,69.35484313964844,67.54838562011719,55.806453704833984,49.45886993408203,52.76991271972656,48.12350845336914,22.236677169799805,13.190055847167969
momentmix,7707,47,70.25807189941406,71.8709716796875,57.8709716796875,52.28609085083008,53.7087516784668,53.339080810546875,22.413806915283203,13.221932411193848
momentmix,7871,48,70.5161361694336,70.25807189941406,57.54839324951172,52.85602951049805,55.573463439941406,53.68519973754883,21.839956283569336,12.864570617675781
momentmix,8035,49,72.7741928100586,70.32258605957031,57.16129684448242,52.19660949707031,54.171348571777344,54.042537689208984,20.632343292236328,12.755780220031738
momentmix,8199,50,72.12903594970703,72.0,58.51613235473633,53.084144592285156,55.257598876953125,53.75611877441406,22.249391555786133,12.95600700378418
momentmix,8363,51,69.22581481933594,70.6451644897461,56.45161437988281,51.9238395690918,55.846595764160156,52.597740173339844,19.584943771362305,13.1242036819458
momentmix,8527,52,71.2258071899414,69.35484313964844,56.3870964050293,51.769569396972656,56.50407028198242,50.56484603881836,22.030738830566406,12.968425750732422
momentmix,8691,53,71.0967788696289,71.67742156982422,58.96774673461914,53.40740966796875,53.22919845581055,56.141090393066406,22.368249893188477,12.70812702178955
momentmix,8855,54,70.00000762939453,72.19355010986328,58.77419662475586,52.72879409790039,54.40164566040039,54.59730911254883,20.87359046936035,12.805919647216797
momentmix,9019,55,70.38710021972656,71.54839324951172,58.70968246459961,52.24435806274414,56.56539535522461,52.28618621826172,20.50174331665039,12.460363388061523
momentmix,9183,56,70.19355010986328,70.90322875976562,57.935489654541016,52.68601989746094,56.17865753173828,52.36521911621094,22.325641632080078,12.411023139953613
momentmix,9347,57,71.93548583984375,71.54839324951172,57.4838752746582,52.54203796386719,57.09315872192383,52.7839241027832,20.349775314331055,12.552658081054688
momentmix,9511,58,71.2258071899414,72.12903594970703,58.70968246459961,52.767433166503906,56.17449951171875,52.850364685058594,22.085243225097656,12.488202095031738
momentmix,9675,59,71.8709716796875,71.35484313964844,59.03226089477539,52.017215728759766,53.59843063354492,52.76628494262695,23.260847091674805,12.495849609375
momentmix,9839,60,72.06452178955078,70.83871459960938,58.51613235473633,53.08134078979492,55.767677307128906,53.77936935424805,21.524351119995117,12.474815368652344
momentmix,10003,61,71.16129302978516,71.03226470947266,57.29032897949219,52.324363708496094,54.323856353759766,53.81975555419922,21.526443481445312,12.462661743164062
momentmix,10167,62,71.74193572998047,70.90322875976562,56.967742919921875,52.45448303222656,53.07583236694336,53.39188766479492,23.934614181518555,12.271987915039062
momentmix,10331,63,70.45161437988281,70.90322875976562,57.935489654541016,52.61442184448242,55.63136672973633,53.25154113769531,21.675580978393555,12.20071792602539
momentmix,10495,64,70.83871459960938,69.54839324951172,57.22581100463867,50.588768005371094,53.96298599243164,50.18114471435547,21.67490005493164,12.4185791015625
momentmix,10659,65,71.03226470947266,71.80645751953125,58.77419662475586,53.339378356933594,56.7772102355957,53.83052444458008,20.922517776489258,12.209270477294922
momentmix,10823,66,71.93548583984375,72.45161437988281,59.61290740966797,53.6627197265625,56.875492095947266,53.90191650390625,23.09654426574707,12.132604598999023
momentmix,10987,67,70.45161437988281,72.06452178955078,59.29032516479492,54.067466735839844,55.38573455810547,54.85033416748047,23.67635726928711,12.098563194274902
momentmix,11151,68,71.2258071899414,72.06452178955078,59.22581100463867,53.7518196105957,57.08562088012695,54.09504318237305,22.365589141845703,12.18705940246582
momentmix,11315,69,73.29032135009766,72.19355010986328,57.4838752746582,52.75886154174805,55.529930114746094,53.98683547973633,21.159711837768555,11.923523902893066
momentmix,11479,70,71.35484313964844,71.67742156982422,58.19355392456055,51.18747329711914,52.51158142089844,52.56027603149414,21.84326934814453,12.081343650817871
momentmix,11643,71,71.8709716796875,69.8709716796875,57.29032897949219,52.031455993652344,55.782859802246094,50.92273712158203,23.263198852539062,12.189886093139648
momentmix,11807,72,69.35484313964844,71.41935729980469,57.80645751953125,52.359561920166016,57.1909065246582,51.77084732055664,21.26723289489746,11.749862670898438
momentmix,11971,73,70.70967864990234,71.16129302978516,58.45161819458008,52.33906173706055,54.451419830322266,52.792152404785156,22.933731079101562,12.203746795654297
momentmix,12135,74,71.74193572998047,71.03226470947266,57.29032897949219,52.626163482666016,54.41539764404297,53.606163024902344,22.523210525512695,12.238292694091797
momentmix,12299,75,71.67742156982422,71.16129302978516,57.741939544677734,52.76676940917969,55.14585494995117,52.271724700927734,24.137563705444336,11.772193908691406
momentmix,12463,76,71.54839324951172,70.6451644897461,56.967742919921875,52.038536071777344,53.159297943115234,52.3520622253418,23.549903869628906,11.899239540100098
momentmix,12627,77,71.48387145996094,72.58065032958984,58.70968246459961,52.893741607666016,55.65193176269531,52.201194763183594,24.171911239624023,11.668207168579102
momentmix,12791,78,71.54839324951172,73.54838562011719,60.19355010986328,53.65617752075195,56.55441665649414,54.21931838989258,22.888118743896484,11.694625854492188
momentmix,12955,79,70.77420043945312,72.70967864990234,59.22581100463867,53.3499755859375,56.61514663696289,53.429054260253906,23.19614601135254,11.759464263916016
momentmix,13119,80,72.19355010986328,72.51612854003906,59.41935729980469,54.17154312133789,58.60214614868164,54.54560852050781,21.410663604736328,11.593663215637207
momentmix,13283,81,71.03226470947266,72.58065032958984,59.4838752746582,53.18994903564453,55.01099395751953,54.00712966918945,22.620275497436523,11.707549095153809
momentmix,13447,82,70.5161361694336,71.54839324951172,57.4838752746582,51.12239074707031,52.154388427734375,52.57320785522461,21.866119384765625,11.587751388549805
momentmix,13611,83,69.61290740966797,71.54839324951172,56.83871078491211,50.74071502685547,50.08015060424805,52.53968048095703,23.35991668701172,12.098204612731934
momentmix,13775,84,71.41935729980469,72.19355010986328,59.806453704833984,53.47892761230469,55.424869537353516,54.59952926635742,23.106922149658203,11.792202949523926
momentmix,13939,85,71.54839324951172,72.90322875976562,59.741939544677734,53.58597946166992,57.27247619628906,53.66975402832031,22.384368896484375,11.618983268737793
momentmix,14103,86,70.6451644897461,71.93548583984375,58.77419662475586,53.753299713134766,56.236839294433594,54.72367477416992,22.777294158935547,11.521727561950684
momentmix,14267,87,71.03226470947266,72.19355010986328,58.70968246459961,54.087371826171875,56.69017028808594,55.258872985839844,22.31375503540039,11.697938919067383
momentmix,14431,88,70.70967864990234,71.67742156982422,58.32258605957031,53.21473693847656,56.130836486816406,53.58842849731445,23.262235641479492,11.743399620056152
momentmix,14595,89,71.8709716796875,70.83871459960938,57.54839324951172,52.82700729370117,54.249141693115234,53.03292465209961,24.499696731567383,11.427785873413086
momentmix,14759,90,71.16129302978516,72.83871459960938,58.645164489746094,54.06896209716797,56.39847183227539,54.570396423339844,23.783065795898438,11.349706649780273
momentmix,14923,91,69.03225708007812,70.70967864990234,57.61290740966797,52.59545135498047,55.06698989868164,53.38203048706055,21.267690658569336,11.467008590698242
momentmix,15087,92,70.32258605957031,72.06452178955078,59.03226089477539,53.92509460449219,57.43233871459961,53.15364074707031,24.05861473083496,11.503928184509277
momentmix,15251,93,70.90322875976562,72.0,59.22581100463867,53.60701370239258,56.861427307128906,54.022247314453125,22.05423355102539,11.478827476501465
momentmix,15415,94,70.58065032958984,68.58064270019531,55.93548583984375,50.848121643066406,53.747047424316406,50.08431625366211,23.429462432861328,11.67048454284668
momentmix,15579,95,70.70967864990234,71.16129302978516,58.2580680847168,53.224727630615234,53.92979431152344,54.428951263427734,23.881303787231445,11.51762580871582
momentmix,15743,96,71.03226470947266,71.29032897949219,57.4838752746582,52.8464241027832,53.712406158447266,54.36092758178711,23.93699073791504,11.382601737976074
momentmix,15907,97,69.93548583984375,70.45161437988281,57.41936111450195,52.63092803955078,54.16386795043945,52.696651458740234,24.642230987548828,11.257779121398926
momentmix,16071,98,69.48387908935547,69.8709716796875,56.64516067504883,52.020267486572266,55.91988754272461,51.72154998779297,22.882572174072266,11.594013214111328
momentmix,16235,99,70.5161361694336,72.90322875976562,58.580650329589844,53.5447998046875,57.591304779052734,53.12961959838867,23.30561065673828,11.299299240112305
momentmix,16399,100,70.70967864990234,70.6451644897461,57.935489654541016,53.328399658203125,58.06264114379883,52.8023567199707,22.268049240112305,11.521025657653809
momentmix,16563,101,70.45161437988281,72.19355010986328,60.000003814697266,54.037757873535156,56.916847229003906,54.85115432739258,23.110559463500977,11.066879272460938
momentmix,16727,102,69.41935729980469,71.35484313964844,58.580650329589844,53.45823287963867,55.79755783081055,54.63261032104492,22.822402954101562,10.930795669555664
momentmix,16891,103,70.96774291992188,71.61290740966797,59.35484313964844,53.3474235534668,54.829673767089844,54.385353088378906,24.202096939086914,10.917093276977539
momentmix,17055,104,71.67742156982422,72.38710021972656,59.22581100463867,53.85358428955078,55.3882942199707,55.20198059082031,23.712200164794922,10.721942901611328
momentmix,17219,105,71.16129302978516,71.35484313964844,58.838714599609375,53.64508056640625,56.2923698425293,54.0837516784668,23.578901290893555,10.71186351776123
momentmix,17383,106,70.77420043945312,73.03225708007812,59.61290740966797,53.62783432006836,56.02853775024414,54.27471923828125,23.24933624267578,10.783556938171387
momentmix,17547,107,70.90322875976562,71.8709716796875,58.000003814697266,53.374942779541016,56.16420364379883,54.49213409423828,22.35095977783203,10.822599411010742
momentmix,17711,108,70.12903594970703,71.35484313964844,58.580650329589844,53.379234313964844,56.08195877075195,53.53500747680664,23.49631118774414,10.738358497619629
momentmix,17875,109,70.77420043945312,72.7741928100586,59.22581100463867,53.764469146728516,55.81632995605469,55.110107421875,23.43968391418457,10.860673904418945
momentmix,18039,110,71.35484313964844,72.58065032958984,59.41935729980469,53.91831970214844,56.47016143798828,54.40165710449219,23.93453025817871,10.741775512695312
momentmix,18203,111,70.70967864990234,71.48387145996094,58.51613235473633,53.49420928955078,56.434226989746094,53.82276153564453,23.373241424560547,10.756413459777832
momentmix,18367,112,69.35484313964844,72.58065032958984,59.35484313964844,53.98871612548828,56.81275177001953,53.976863861083984,24.117403030395508,10.611618995666504
momentmix,18531,113,69.93548583984375,72.19355010986328,59.54838943481445,53.35760498046875,56.77942657470703,53.49369812011719,23.287485122680664,10.618269920349121
momentmix,18695,114,70.70967864990234,73.35484313964844,59.61290740966797,53.377098083496094,57.65550994873047,53.66315460205078,22.416664123535156,10.692299842834473
momentmix,18859,115,70.58065032958984,72.12903594970703,59.54838943481445,54.13939666748047,56.95512390136719,54.48115921020508,24.329059600830078,10.798951148986816
momentmix,19023,116,69.61290740966797,71.2258071899414,59.22581100463867,53.68668746948242,57.198997497558594,53.850528717041016,23.242992401123047,10.543187141418457
momentmix,19187,117,70.96774291992188,71.48387145996094,58.19355392456055,53.20198059082031,55.39561462402344,53.37699890136719,24.168519973754883,10.556815147399902
momentmix,19351,118,71.35484313964844,71.16129302978516,58.2580680847168,53.34543228149414,56.66276550292969,54.0435676574707,22.76089096069336,10.496438026428223
momentmix,19515,119,70.19355010986328,70.77420043945312,57.8709716796875,53.007713317871094,53.307796478271484,54.54032897949219,23.774124145507812,10.477161407470703
momentmix,19679,120,69.16129302978516,70.19355010986328,58.12903594970703,51.8327751159668,53.6880989074707,52.36036682128906,23.708194732666016,10.53975772857666
momentmix,19843,121,70.45161437988281,71.41935729980469,58.000003814697266,52.96383285522461,56.073455810546875,52.77433395385742,23.527421951293945,10.605056762695312
momentmix,20007,122,70.45161437988281,71.16129302978516,58.838714599609375,53.73609924316406,56.50987243652344,54.056907653808594,23.280475616455078,10.556205749511719
momentmix,20171,123,69.8709716796875,71.16129302978516,58.51613235473633,52.8563232421875,56.29686737060547,53.34467697143555,22.043472290039062,10.458528518676758
momentmix,20335,124,70.38710021972656,72.7741928100586,60.38710021972656,54.1259651184082,57.557289123535156,54.54335021972656,23.272436141967773,10.484445571899414
momentmix,20499,125,70.5161361694336,71.80645751953125,58.903228759765625,52.847293853759766,55.31877899169922,52.981910705566406,24.162172317504883,10.490099906921387
momentmix,20663,126,69.741943359375,71.80645751953125,59.03226089477539,53.685462951660156,56.07197189331055,54.33003234863281,23.6318416595459,10.320691108703613
momentmix,20827,127,70.06452178955078,71.54839324951172,59.096778869628906,53.191246032714844,56.15439224243164,54.09602737426758,22.74349594116211,10.264876365661621
momentmix,20991,128,70.83871459960938,70.77420043945312,58.12903594970703,52.9749755859375,54.44611740112305,54.77121353149414,22.555774688720703,10.17829704284668
momentmix,21155,129,69.48387908935547,71.8709716796875,58.77419662475586,53.14107894897461,56.45172882080078,54.19268035888672,21.73466682434082,10.246402740478516
momentmix,21319,130,68.83870697021484,71.35484313964844,58.645164489746094,53.069087982177734,55.202049255371094,53.807491302490234,23.426183700561523,10.188746452331543
momentmix,21483,131,69.741943359375,70.70967864990234,58.12903594970703,52.77085876464844,54.061031341552734,54.21600341796875,23.91305160522461,10.124296188354492
momentmix,21647,132,70.77420043945312,70.58065032958984,58.32258605957031,52.78535842895508,55.008487701416016,53.862586975097656,23.066112518310547,10.177323341369629
momentmix,21811,133,69.741943359375,70.96774291992188,57.29032897949219,52.7010498046875,55.530818939208984,53.151222229003906,23.31147575378418,10.133804321289062
momentmix,21975,134,69.67742156982422,70.00000762939453,57.61290740966797,52.7059326171875,54.19508743286133,53.912933349609375,23.742034912109375,10.131711959838867
momentmix,22139,135,69.741943359375,70.90322875976562,58.06452178955078,52.40353775024414,53.788150787353516,54.159400939941406,22.74707794189453,10.100811004638672
momentmix,22303,136,68.58064270019531,71.2258071899414,58.12903594970703,52.566444396972656,55.05332946777344,53.58219528198242,22.814151763916016,10.079710960388184
momentmix,22467,137,69.8709716796875,70.38710021972656,57.61290740966797,52.623409271240234,53.511444091796875,54.27602005004883,23.501134872436523,10.116406440734863
momentmix,22631,138,69.741943359375,70.38710021972656,56.967742919921875,52.197906494140625,53.98735427856445,52.944217681884766,23.83139419555664,10.139404296875
momentmix,22795,139,70.00000762939453,70.32258605957031,57.4838752746582,51.91313934326172,54.73020935058594,52.4741096496582,22.761310577392578,10.059182167053223
momentmix,22959,140,69.54839324951172,71.03226470947266,58.06452178955078,52.63857650756836,55.51569747924805,53.24769973754883,23.35772705078125,10.094676971435547
momentmix,23123,141,69.35484313964844,70.6451644897461,57.61290740966797,52.100738525390625,54.46989822387695,52.75978469848633,22.95164680480957,10.059365272521973
momentmix,23287,142,69.80645751953125,72.25806427001953,58.77419662475586,52.5121955871582,55.81980895996094,52.870174407958984,23.009048461914062,10.068663597106934
momentmix,23451,143,69.35484313964844,71.67742156982422,57.8709716796875,51.965110778808594,53.26842498779297,53.571922302246094,22.685365676879883,10.046984672546387
momentmix,23615,144,69.41935729980469,71.74193572998047,58.45161819458008,52.76047897338867,55.72267150878906,53.05651092529297,23.31126594543457,9.976195335388184
momentmix,23779,145,69.41935729980469,70.25807189941406,57.22581100463867,52.09939193725586,53.61495590209961,53.52965545654297,22.889408111572266,9.973485946655273
momentmix,23943,146,69.22581481933594,69.80645751953125,57.032257080078125,52.379241943359375,54.381248474121094,53.131248474121094,23.572553634643555,10.013992309570312
momentmix,24107,147,69.48387908935547,69.93548583984375,56.64516067504883,52.39045715332031,55.09206771850586,52.30387496948242,23.80439567565918,10.073728561401367
momentmix,24271,148,69.0967788696289,70.77420043945312,57.741939544677734,53.028587341308594,55.63930892944336,53.78697204589844,23.098102569580078,10.052607536315918
momentmix,24435,149,70.12903594970703,70.12903594970703,57.032257080078125,52.30702590942383,53.64408874511719,52.82966995239258,24.081497192382812,9.995037078857422
momentmix,24599,150,69.22581481933594,70.70967864990234,57.80645751953125,52.51739501953125,54.577003479003906,53.779624938964844,22.458900451660156,9.966472625732422
momentmix,24763,151,69.35484313964844,70.70967864990234,58.580650329589844,53.08678436279297,54.729217529296875,54.091190338134766,23.353740692138672,10.046693801879883
momentmix,24927,152,69.93548583984375,71.67742156982422,58.70968246459961,53.48509979248047,55.985107421875,54.23970031738281,23.06447982788086,10.05070972442627
momentmix,25091,153,69.741943359375,71.35484313964844,58.45161819458008,53.04353332519531,54.088741302490234,54.725704193115234,23.705751419067383,9.966606140136719
momentmix,25255,154,69.35484313964844,71.8709716796875,58.32258605957031,52.883033752441406,54.679237365722656,53.97627639770508,23.794586181640625,9.918006896972656
momentmix,25419,155,69.8709716796875,70.6451644897461,57.61290740966797,52.88704299926758,55.444480895996094,53.26786422729492,24.353288650512695,9.96136474609375
momentmix,25583,156,69.16129302978516,70.12903594970703,58.12903594970703,52.45226287841797,54.68244171142578,53.4494743347168,23.049867630004883,9.948098182678223
momentmix,25747,157,68.32257843017578,71.48387145996094,58.580650329589844,52.22065353393555,53.77702713012695,53.82420349121094,22.7081298828125,10.055217742919922
momentmix,25911,158,68.90322875976562,71.0967788696289,58.32258605957031,52.20306396484375,53.42496871948242,53.99724578857422,22.820499420166016,9.996072769165039
momentmix,26075,159,69.29032897949219,71.03226470947266,57.677425384521484,52.05781555175781,54.055335998535156,53.28728103637695,22.92991065979004,9.928532600402832
momentmix,26239,160,69.54839324951172,71.2258071899414,57.935489654541016,52.74768829345703,55.09386444091797,53.88624572753906,22.321563720703125,10.003826141357422
